cod_contrato,nombre_contrato,monto,contenido,condiciones_contrato,id_contrato,fecha_contrato,id_version,id_solicitud
623,Contrato de Soporte,66658.96,Este contrato establece los términos para contrato de soporte.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,623,2023-11-14,28,SOL-6781
624,Contrato de Compra-Venta,58150.59,Este contrato establece los términos para contrato de compra-venta.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,624,2024-08-02,30,SOL-7370
625,Contrato de Arrendamiento,24181.08,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,625,2022-08-22,15,SOL-6960
626,Contrato de Arrendamiento,34449.67,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,626,2022-05-29,16,SOL-3493
627,Contrato de Consultoría,23749.0,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,627,2024-04-01,43,SOL-6739
628,Contrato de Compra-Venta,40611.75,El objetivo principal es regular contrato de compra-venta bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,628,2024-09-24,49,SOL-8425
629,Acuerdo de Servicio,63611.41,Este contrato establece los términos para acuerdo de servicio.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,629,2023-03-03,18,SOL-1431
630,Convenio de Licencia,19761.74,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,630,2023-01-26,23,SOL-7906
631,Acuerdo de Servicio,17397.52,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,631,2023-07-01,43,SOL-9742
632,Contrato de Desarrollo,36572.22,Este contrato establece los términos para contrato de desarrollo.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,632,2020-07-17,33,SOL-2985
633,Contrato de Suministro,91295.46,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,633,2023-08-16,10,SOL-7646
634,Contrato de Compra-Venta,65522.35,Las partes acuerdan ejecutar contrato de compra-venta según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,634,2023-11-22,23,SOL-1803
635,Contrato de Mantenimiento,49504.85,Se describen las responsabilidades mutuas en torno a contrato de mantenimiento.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,635,2023-01-27,5,SOL-9782
636,Acuerdo de Servicio,15662.3,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,636,2020-12-15,40,SOL-5978
637,Contrato de Distribución,32445.73,Las partes acuerdan ejecutar contrato de distribución según lo pactado.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,637,2022-05-14,9,SOL-2232
638,Convenio de Licencia,40646.2,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,638,2024-12-21,35,SOL-6815
639,Contrato de Mantenimiento,41954.19,Se describen las responsabilidades mutuas en torno a contrato de mantenimiento.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,639,2023-02-28,43,SOL-2496
640,Convenio de Licencia,88579.59,Este contrato establece los términos para convenio de licencia.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,640,2020-05-13,19,SOL-9421
641,Contrato de Compra-Venta,14133.88,El objetivo principal es regular contrato de compra-venta bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,641,2024-04-30,31,SOL-6334
642,Contrato de Compra-Venta,9754.58,Este contrato establece los términos para contrato de compra-venta.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,642,2021-08-12,15,SOL-5873
643,Contrato de Suministro,91844.19,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,643,2021-11-23,24,SOL-4488
644,Convenio de Licencia,66712.1,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,644,2022-04-27,5,SOL-7900
645,Contrato de Compra-Venta,94595.01,Este contrato establece los términos para contrato de compra-venta.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,645,2020-10-30,8,SOL-2246
646,Convenio de Licencia,18144.06,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,646,2022-04-20,30,SOL-6747
647,Contrato de Suministro,23057.42,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,647,2021-03-30,7,SOL-1673
648,Contrato de Compra-Venta,56398.06,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,648,2020-08-19,26,SOL-6895
649,Contrato de Compra-Venta,91331.15,El objetivo principal es regular contrato de compra-venta bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,649,2021-10-26,30,SOL-7735
650,Contrato de Suministro,15645.93,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,650,2020-08-14,9,SOL-3848
651,Contrato de Desarrollo,84106.78,Este contrato establece los términos para contrato de desarrollo.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,651,2022-01-27,43,SOL-8708
652,Contrato de Suministro,98961.28,Este contrato establece los términos para contrato de suministro.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,652,2020-07-11,4,SOL-9374
653,Acuerdo de Servicio,8918.72,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,653,2022-11-19,18,SOL-6040
654,Contrato de Distribución,34925.43,Este contrato establece los términos para contrato de distribución.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,654,2021-09-25,5,SOL-5198
655,Contrato de Suministro,45974.97,Este contrato establece los términos para contrato de suministro.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,655,2024-03-15,25,SOL-2547
656,Contrato de Compra-Venta,92821.49,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,656,2021-01-03,22,SOL-1207
657,Contrato de Consultoría,5571.24,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,657,2020-08-09,5,SOL-1522
658,Contrato de Soporte,12896.83,Se definen las obligaciones relativas a contrato de soporte y su cronograma.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,658,2020-01-07,21,SOL-9456
659,Acuerdo de Servicio,48924.57,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,659,2024-04-13,7,SOL-3961
660,Contrato de Desarrollo,71132.95,El objetivo principal es regular contrato de desarrollo bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,660,2024-10-25,39,SOL-4647
661,Contrato de Desarrollo,96371.49,El objetivo principal es regular contrato de desarrollo bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,661,2024-05-20,19,SOL-3759
662,Contrato de Soporte,15362.36,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,662,2023-12-04,33,SOL-4552
663,Contrato de Compra-Venta,94168.22,Este contrato establece los términos para contrato de compra-venta.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,663,2025-03-07,16,SOL-9981
664,Contrato de Suministro,87225.92,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,664,2023-05-20,39,SOL-3696
665,Acuerdo de Servicio,14953.64,Este contrato establece los términos para acuerdo de servicio.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,665,2024-05-21,38,SOL-7445
666,Acuerdo de Servicio,90366.82,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,666,2021-03-16,36,SOL-2980
667,Contrato de Consultoría,69072.26,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,667,2024-01-27,20,SOL-8364
668,Acuerdo de Servicio,92149.48,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,668,2025-04-05,30,SOL-2401
669,Contrato de Consultoría,18047.85,Las partes acuerdan ejecutar contrato de consultoría según lo pactado.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,669,2021-12-24,9,SOL-6168
670,Contrato de Suministro,3680.69,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,670,2023-05-29,3,SOL-2995
671,Contrato de Soporte,75407.12,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,671,2021-04-25,9,SOL-5042
672,Contrato de Suministro,31127.67,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Actualización de precios anual previa negociación. Pago dentro de 30 días tras la recepción de la factura.,672,2023-04-09,1,SOL-5839
673,Convenio de Licencia,47324.32,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,673,2021-08-09,50,SOL-9978
674,Contrato de Compra-Venta,62685.3,Este contrato establece los términos para contrato de compra-venta.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,674,2023-08-08,29,SOL-1778
675,Contrato de Suministro,81802.18,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,675,2022-05-22,37,SOL-6716
676,Contrato de Consultoría,87815.26,Este contrato establece los términos para contrato de consultoría.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,676,2021-10-29,14,SOL-8315
